代码,晨星专属号,名称,类型,三年评级,五年评级,今年回报率
68680261566464000, 010986, 0P0001LB5L, 银华信用季季红债券C, 普通债券型, 0, 0, 2.37
68680263453900800, 010670, 0P0001LB5N, 兴全合兴两年封闭运作混合（LOF）C, 沪港深积极配置型（封闭式）, 0, 0, None
68680265433612288, 010991, 0P0001LC8N, 长盛同鑫行业配置混合C, 积极配置型, 0, 0, 9.80
68680269736968192, 010995, 0P0001LABV, 博时创新经济混合C, 沪港深积极配置型, 0, 0, None
68680271465021440, 010823, 0P0001LACX, 景顺长城顺安回报混合型证券投资基金C, 保守混合型, 0, 0, None
68680273251794944, 010671, 0P0001LAM5, 景顺长城大中华混合(QDII)美元, 大中华区股债混合, 0, 0, -1.14
68680275063734272, 010140, 0P0001LANG, 宝盈盈沛纯债债券C, 纯债基金, 0, 0, 1.73
68680276984725504, 010963, 0P0001LANI, 信达澳银周期动力混合, 沪港深积极配置型, 0, 0, 26.70
68680279014768640, 011004, 0P0001LANK, 永赢鑫盛混合, 沪港深保守混合型, 0, 0, None
68680281107726336, 010680, 0P0001LB5D, 华夏新兴成长股票A, 沪港深股票型基金, 0, 0, None
68680282928054272, 010719, 0P0001LB5F, 东吴瑞盈63个月定期开放债券, 纯债基金（封闭式）, 0, 0, None
68680284710633472, 011000, 0P0001LB5H, 兴华瑞丰混合C, 保守混合型, 0, 0, 0.56
68680286371577856, 010553, 0P0001LB5J, 浙商智选领航三年持有期混合C, 沪港深积极配置型, 0, 0, None
68680288162545664, 163418, 0P0001LB5M, 兴全合兴两年封闭运作混合（LOF）A, 沪港深积极配置型（封闭式）, 0, 0, None
68680289953513472, 010933, 0P0001LC8M, 中银稳汇短债债券E, 短债型, 0, 0, 0.75
68680309297643520, 010661, 0P0001LC8O, 安信稳健聚申一年持有期混合C, 沪港深保守混合型, 0, 0, 0.64
68680312242044928, 010855, 0P0001LC8S, 汇添富沪深300基本面增强指数C, 普通股票型, 0, 0, None
68680314028818432, 011006, 0P0001LC8T, 工银瑞信圆丰三年持有期混合, 沪港深积极配置型, 0, 0, None
68680315677179904, 010198, 0P0001LCC9, 易方达竞争优势企业混合A, 沪港深积极配置型, 0, 0, None
68680317489119232, 010871, 0P0001LCEL, 中银信用增利债券 (LOF)C, 普通债券型, 0, 0, 4.05
68680319175229440, 010413, 0P0001LCI0, 财通资管宸瑞一年持有期混合A, 积极配置型, 0, 0, None
68680321154940928, 010662, 0P0001LCI2, 富国均衡优选混合, 沪港深积极配置型, 0, 0, None
68680323013017600, 010380, 0P0001LCI4, 广发均衡优选混合C, 沪港深灵活配置型, 0, 0, None
68680326003556352, 010533, 0P0001LCI6, 广发恒信一年持有期混合C, 沪港深保守混合型, 0, 0, None
68680327689666560, 010887, 0P0001LCI8, 南方消费升级混合A, 沪港深积极配置型, 0, 0, None
68680331128995840, 010900, 0P0001LCIA, 中欧生益稳健一年持有期混合A, 沪港深保守混合型, 0, 0, None
68680332974489600, 010983, 0P0001LCID, 兴银汇泽87个月定期开放债券, 纯债基金（封闭式）, 0, 0, 2.18
68680334786428928, 010873, 0P0001LCIF, 博时沪深300指数增强C, 普通股票型, 0, 0, -11.15
68680336560619520, 010854, 0P0001LC8R, 汇添富沪深300基本面增强指数A, 普通股票型, 0, 0, None
68680338586468352, 011006, 0P0001LC8T, 工银瑞信圆丰三年持有期混合, 沪港深积极配置型, 0, 0, None
68680340402601984, 010845, 0P0001LC8U, 泰达宏利波控回报12个月持有期混合, 沪港深保守混合型, 0, 0, None
68680342151626752, 010849, 0P0001LCCA, 易方达竞争优势企业混合C, 沪港深积极配置型, 0, 0, None
68680343959371776, 010812, 0P0001LCEM, 中银战略新兴产业股票C, 普通股票型, 0, 0, 19.05
68680345704202240, 010414, 0P0001LCI1, 财通资管宸瑞一年持有期混合C, 积极配置型, 0, 0, None
68680347478392832, 010379, 0P0001LCI3, 广发均衡优选混合A, 沪港深灵活配置型, 0, 0, None
68680349269360640, 010532, 0P0001LCI5, 广发恒信一年持有期混合A, 沪港深保守混合型, 0, 0, None
68680350947082240, 011017, 0P0001LCI7, 鹏扬景明一年持有期混合, 沪港深保守混合型, 0, 0, None
68680352624803840, 010888, 0P0001LCI9, 南方消费升级混合C, 沪港深积极配置型, 0, 0, None
68680354952642560, 010901, 0P0001LCIB, 中欧生益稳健一年持有期混合C, 沪港深保守混合型, 0, 0, None
68680356999462912, 010872, 0P0001LCIE, 博时沪深300指数增强A, 普通股票型, 0, 0, -11.00
68680376276484096, 159837, 0P0001LCTH, 易方达中证生物科技主题ETF, 行业股票 - 医药, 0, 0, None
68680377966788608, 010392, 0P0001LCTJ, 易方达战略新兴产业股票C, 沪港深股票型基金, 0, 0, None
68680379556429824, 010899, 0P0001LCTL, 上银慧恒收益增强债券, 积极债券型, 0, 0, None
68680381238345728, 010875, 0P0001LCTN, 泰康品质生活混合C, 沪港深积极配置型, 0, 0, 19.49
68680383071256576, 010964, 0P0001LCX7, 鹏华可转债债券C, 可转债基金, 0, 0, 12.52
68680385071939584, 010657, 0P0001LD49, 海富通欣睿混合A, 沪港深保守混合型, 0, 0, None
68680386753855488, 010513, 0P0001LD4B, 淳厚益加增强债券A, 积极债券型, 0, 0, 1.00
68680388972642304, 010779, 0P0001LD4D, 西部利得量化优选一年持有期混合A, 积极配置型, 0, 0, None
68680390679724032, 008522, 0P0001LD4F, 富荣富合一年定期开放纯债债券, 短债型（封闭式）, 0, 0, 1.36
68680392453914624, 010883, 0P0001LDG2, 信诚智惠金货币C, 货币市场, 0, 0, 1.25
68680394140024832, 010689, 0P0001LDH9, 招商瑞德一年持有期混合C, 沪港深保守混合型, 0, 0, None
68680396086181888, 009943, 0P0001LDHB, 浦银安盛稳健丰利债券A, 积极债券型, 0, 0, None
68680397877149696, 010417, 0P0001LDHD, 招商盛洋3个月定期开放混合, 积极配置型（封闭式）, 0, 0, None
68680400150462464, 010391, 0P0001LCTI, 易方达战略新兴产业股票A, 沪港深股票型基金, 0, 0, None
68680401748492288, 010108, 0P0001LCTK, 景顺长城核心招景混合, 沪港深积极配置型, 0, 0, None
68680403543654400, 010874, 0P0001LCTM, 泰康品质生活混合A, 沪港深积极配置型, 0, 0, 19.83
68680405355593728, 010667, 0P0001LCX6, 安信价值回报三年持有期混合C, 沪港深积极配置型, 0, 0, -5.13
68680406953623552, 011056, 0P0001LD48, 博时汇兴回报一年持有期灵活配置混合, 沪港深灵活配置型, 0, 0, None
68680408685871104, 010658, 0P0001LD4A, 海富通欣睿混合C, 沪港深保守混合型, 0, 0, None
68680410489421824, 010514, 0P0001LD4C, 淳厚益加增强债券C, 积极债券型, 0, 0, 0.77
68680412267806720, 010780, 0P0001LD4E, 西部利得量化优选一年持有期混合C, 积极配置型, 0, 0, None
68680414138466304, 011057, 0P0001LDG1, 汇添富丰利短债债券C, 短债型, 0, 0, 2.02
68680416000737280, 010688, 0P0001LDH8, 招商瑞德一年持有期混合A, 沪港深保守混合型, 0, 0, None
68680417644904448, 010483, 0P0001LDHA, 交银施罗德启道混合, 沪港深积极配置型, 0, 0, None
68680419347791872, 009944, 0P0001LDHC, 浦银安盛稳健丰利债券C, 积极债券型, 0, 0, None
68680438566092800, 011025, 0P0001LDHF, 九泰久元量化股票A, 普通股票型, 0, 0, None
68680440696799232, 010976, 0P0001LDHH, 华商鸿盈87个月定期开放债券, 纯债基金（封闭式）, 0, 0, None
68680442450018304, 010596, 0P0001LDHJ, 广发成长精选混合C, 沪港深积极配置型, 0, 0, None
68680444358426624, 010378, 0P0001LDHL, 广发价值核心混合C, 沪港深积极配置型, 0, 0, None
68680446132617216, 010472, 0P0001LDHN, 易方达年年恒实纯债一年定期开放债券C, 纯债基金（封闭式）, 0, 0, None
68680447869059072, 010798, 0P0001LDHP, 长城优选回报六个月持有期混合C, 沪港深保守混合型, 0, 0, None
68680452004642816, 009832, 0P0001LDHR, 长城稳利纯债债券C, 纯债基金, 0, 0, None
68680453774639104, 011020, 0P0001LDP5, 财通资管消费精选灵活配置混合C, 灵活配置型, 0, 0, 6.84
68680455490109440, 010989, 0P0001LDP8, 南方中证全指房地产ETF联接E, 行业股票 - 金融地产, 0, 0, -15.90
68680457469820928, 011044, 0P0001LDPM, 中银顺泽回报一年持有期混合A, 沪港深保守混合型, 0, 0, None
68680459294343168, 010703, 0P0001LDPO, 财通智选消费股票A, 行业股票 - 消费, 0, 0, None
68680461928366080, 010610, 0P0001LDPQ, 上投摩根远见两年持有期混合, 沪港深积极配置型, 0, 0, None
68680463731916800, 010400, 0P0001LDPS, 富国融泰三个月定期开放混合, 积极配置型（封闭式）, 0, 0, None
68680465384472576, 011026, 0P0001LDHG, 九泰久元量化股票C, 普通股票型, 0, 0, None
68680467104137216, 010595, 0P0001LDHI, 广发成长精选混合A, 沪港深积极配置型, 0, 0, None
68680468760887296, 010377, 0P0001LDHK, 广发价值核心混合A, 沪港深积极配置型, 0, 0, None
68680470686072832, 010471, 0P0001LDHM, 易方达年年恒实纯债一年定期开放债券A, 纯债基金（封闭式）, 0, 0, None
68680472397348864, 010797, 0P0001LDHO, 长城优选回报六个月持有期混合A, 沪港深保守混合型, 0, 0, None
68680474167345152, 009831, 0P0001LDHQ, 长城稳利纯债债券A, 纯债基金, 0, 0, None
68680475891204096, 011080, 0P0001LDHS, 鹏华尊和一年定期开放债券, 短债型（封闭式）, 0, 0, 2.41
68680477698949120, 011024, 0P0001LDP6, 东兴兴利债券D, 积极债券型, 0, 0, 2.15
68680479489916928, 010990, 0P0001LDP9, 南方中证申万有色金属ETF联接E, 行业股票 - 其它, 0, 0, 34.54
68680481155055616, 011045, 0P0001LDPN, 中银顺泽回报一年持有期混合C, 沪港深保守混合型, 0, 0, None
68680482916663296, 010704, 0P0001LDPP, 财通智选消费股票C, 行业股票 - 消费, 0, 0, None
68680484665688064, 010166, 0P0001LDPR, 招商兴和优选1年持有期混合, 沪港深积极配置型, 0, 0, None
68680520183054336, 010628, 0P0001LDPT, 广发瑞轩三个月定期开放混合, 积极配置型（封闭式）, 0, 0, None
68680521969827840, 010474, 0P0001LDPV, 华富安华债券C, 积极债券型, 0, 0, None
68680523744018432, 010560, 0P0001LDPX, 永赢稳健增利18个月持有期混合, 保守混合型, 0, 0, None
68680525946028032, 010718, 0P0001LDPZ, 前海开源优质企业6个月持有期混合C, 沪港深积极配置型, 0, 0, None
68680528043180032, 010358, 0P0001LDQ3, 南方阿尔法混合C, 沪港深积极配置型, 0, 0, None
68680529871896576, 011068, 0P0001LE6Z, 华宝资源优选混合C, 积极配置型, 0, 0, 36.46
68680531587366912, 011084, 0P0001LE91, 财通资管新添益6个月持有期混合A, 保守混合型, 0, 0, 0.36
68680533227339776, 011040, 0P0001LE93, 天弘国证生物医药指数A, 行业股票 - 医药, 0, 0, None
68680534930227200, 516660, 0P0001LE95, 华安中证新能源汽车ETF, 普通股票型, 0, 0, None
68680536691834880, 010956, 0P0001LE97, 天弘中证智能汽车主题指数C, 行业股票 - 科技、传媒及通讯, 0, 0, None
68680538491191296, 010713, 0P0001LE99, 中欧瑾利混合C, 沪港深保守混合型, 0, 0, 3.33
68680540290547712, 515910, 0P0001LE9B, 中金MSCI中国A股国际质量ETF, 普通股票型, 0, 0, None
68680543440470016, 010178, 0P0001LE9D, 大成企业能力驱动混合A, 沪港深积极配置型, 0, 0, None
68680545223049216, 010473, 0P0001LDPU, 华富安华债券A, 积极债券型, 0, 0, None
68680547022405632, 010764, 0P0001LDPW, 九泰锐升18个月封闭运作混合, 积极配置型（封闭式）, 0, 0, None
68680548918231040, 010717, 0P0001LDPY, 前海开源优质企业6个月持有期混合A, 沪港深积极配置型, 0, 0, None
68680551891992576, 010357, 0P0001LDQ2, 南方阿尔法混合A, 沪港深积极配置型, 0, 0, None
68680553687154688, 011061, 0P0001LE6Y, 广发安悦回报灵活配置混合C, 灵活配置型, 0, 0, 2.34
68680555499094016, 010700, 0P0001LE90, 东方红锦丰优选两年定期开放混合, 沪港深保守混合型（封闭式）, 0, 0, None
68680557302644736, 011085, 0P0001LE92, 财通资管新添益6个月持有期混合C, 保守混合型, 0, 0, 0.83
68680559102001152, 011041, 0P0001LE94, 天弘国证生物医药指数C, 行业股票 - 医药, 0, 0, None
68680560909746176, 010955, 0P0001LE96, 天弘中证智能汽车主题指数A, 行业股票 - 科技、传媒及通讯, 0, 0, None
68680562650382336, 010712, 0P0001LE98, 中欧瑾利混合A, 沪港深保守混合型, 0, 0, 3.39
68680564290355200, 516880, 0P0001LE9A, 银华中证光伏产业ETF, 行业股票 - 其它, 0, 0, None
68680566186180608, 010347, 0P0001LE9C, 农银汇理策略收益一年持有期混合, 积极配置型, 0, 0, None
68680585396092928, 010179, 0P0001LE9E, 大成企业能力驱动混合C, 沪港深积极配置型, 0, 0, None
68680587233198080, 011074, 0P0001LE9G, 鹏华安润混合C, 沪港深保守混合型, 0, 0, -1.04
68680589196132352, 011100, 0P0001LEK6, 富国价值创造混合C, 沪港深积极配置型, 0, 0, None
68680590949351424, 010615, 0P0001LEK8, 国金自主创新混合A, 沪港深积极配置型, 0, 0, None
68680592836788224, 010790, 0P0001LEKA, 海富通均衡甄选混合A, 沪港深积极配置型, 0, 0, None
68680594615173120, 010619, 0P0001LEKC, 华安添利6个月持有期债券A, 积极债券型, 0, 0, None
68680596326449152, 010992, 0P0001LEKE, 西藏东财中证500指数A, 普通股票型, 0, 0, None
68680598180331520, 010383, 0P0001LERX, 宝盈基础产业混合A, 沪港深积极配置型, 0, 0, None
68680599929356288, 011095, 0P0001LERZ, 博时恒泽混合A, 沪港深保守混合型, 0, 0, None
68680601703546880, 011023, 0P0001LES1, 民生加银汇利混合, 保守混合型, 0, 0, None
68680603481931776, 010902, 0P0001LF6V, 博时成长领航灵活配置混合A, 沪港深灵活配置型, 0, 0, None
68680605285482496, 010191, 0P0001LF6X, 华夏鼎信债券A, 纯债基金, 0, 0, None
68680607869173760, 010966, 0P0001LF6Z, 富国成长领航混合, 沪港深积极配置型, 0, 0, None
68680609806942208, 011073, 0P0001LE9F, 鹏华安润混合A, 沪港深保守混合型, 0, 0, -0.86
68680611497246720, 011099, 0P0001LEK5, 富国价值创造混合A, 沪港深积极配置型, 0, 0, None
68680613170774016, 011083, 0P0001LEK7, 银河聚利87个月定期开放债券, 纯债基金（封闭式）, 0, 0, 2.08
68680614886244352, 010616, 0P0001LEK9, 国金自主创新混合C, 沪港深积极配置型, 0, 0, None
68680617130196992, 010791, 0P0001LEKB, 海富通均衡甄选混合C, 沪港深积极配置型, 0, 0, None
68680618854055936, 010620, 0P0001LEKD, 华安添利6个月持有期债券C, 积极债券型, 0, 0, None
68680620632440832, 010993, 0P0001LEKF, 西藏东财中证500指数C, 普通股票型, 0, 0, None
68680622339522560, 010384, 0P0001LERY, 宝盈基础产业混合C, 沪港深积极配置型, 0, 0, None
68680624109518848, 011096, 0P0001LES0, 博时恒泽混合C, 沪港深保守混合型, 0, 0, None
68680625900486656, 011060, 0P0001LF3Z, 西部利得策略优选混合C, 积极配置型, 0, 0, -11.90
68680627519488000, 010903, 0P0001LF6W, 博时成长领航灵活配置混合C, 沪港深灵活配置型, 0, 0, None
68680629155266560, 010192, 0P0001LF6Y, 华夏鼎信债券C, 纯债基金, 0, 0, None
68680648314847232, 010277, 0P0001LF70, 嘉实民安添岁稳健养老目标一年持有期混合（FOF）, 保守混合型, 0, 0, None
68680650059677696, 010121, 0P0001LF72, 九泰久福量化股票C, 普通股票型, 0, 0, None
68680651905171456, 010804, 0P0001LF74, 天弘庆享债券C, 积极债券型, 0, 0, -1.43
68680653683556352, 011147, 0P0001LF76, 创金合信气候变化责任投资股票C, 沪港深股票型基金, 0, 0, 48.41
68680655390638080, 011150, 0P0001LF78, 创金合信ESG责任投资股票C, 沪港深股票型基金, 0, 0, 7.19
68680657227743232, 011143, 0P0001LF7A, 创金合信新材料新能源股票C, 普通股票型, 0, 0, 30.22
68680659257786368, 010426, 0P0001LF7C, 国投瑞银开放视角精选混合C, 沪港深积极配置型, 0, 0, None
68680662336405504, 010936, 0P0001LFEC, 交银施罗德均衡成长一年持有期混合A, 沪港深积极配置型, 0, 0, None
68680664035098624, 159839, 0P0001LFEF, 汇添富国证生物医药ETF, 行业股票 - 医药, 0, 0, None
68680665796706304, 011022, 0P0001LFEH, 汇添富互联网核心资产六个月持有期混合C, 沪港深灵活配置型, 0, 0, None
68680667470233600, 010709, 0P0001LFEJ, 安信医药健康主题股票A, 行业股票 - 医药, 0, 0, None
68680669202481152, 011029, 0P0001LFEL, 安信永盈一年定期开放债券, 纯债基金（封闭式）, 0, 0, None
68680671110889472, 011121, 0P0001LFEN, 广发兴诚混合A, 沪港深积极配置型, 0, 0, None
68680672851525632, 010120, 0P0001LF71, 九泰久福量化股票A, 普通股票型, 0, 0, None
68680674537635840, 010803, 0P0001LF73, 天弘庆享债券A, 积极债券型, 0, 0, 0.36
68680676743839744, 011146, 0P0001LF75, 创金合信气候变化责任投资股票A, 沪港深股票型基金, 0, 0, 48.75
68680678501253120, 011149, 0P0001LF77, 创金合信ESG责任投资股票A, 沪港深股票型基金, 0, 0, 7.50
68680680342552576, 011142, 0P0001LF79, 创金合信新材料新能源股票A, 普通股票型, 0, 0, 30.67
68680681936388096, 010425, 0P0001LF7B, 国投瑞银开放视角精选混合A, 沪港深积极配置型, 0, 0, None
68680683811241984, 010816, 0P0001LF7D, 银华远兴一年持有期债券, 积极债券型, 0, 0, None
68680686977941504, 010937, 0P0001LFED, 交银施罗德均衡成长一年持有期混合C, 沪港深积极配置型, 0, 0, None
68680689083482112, 011021, 0P0001LFEG, 汇添富互联网核心资产六个月持有期混合A, 沪港深灵活配置型, 0, 0, None
68680690702483456, 010475, 0P0001LFEI, 上投摩根安享回报一年持有期债券, 积极债券型, 0, 0, None
68680692287930368, 010710, 0P0001LFEK, 安信医药健康主题股票C, 行业股票 - 医药, 0, 0, None
68680694322167808, 010898, 0P0001LFEM, 银河产业动力混合, 沪港深积极配置型, 0, 0, None
68680713464971264, 011130, 0P0001LFEO, 广发兴诚混合C, 沪港深积极配置型, 0, 0, None
68680715121721344, 011156, 0P0001LFEQ, 金鹰责任投资混合C, 沪港深积极配置型, 0, 0, None
68680716925272064, 010042, 0P0001LFES, 嘉实港股优势混合C, 沪港深积极配置型, 0, 0, None
68680718728822784, 010609, 0P0001LFEU, 华泰柏瑞质量领先混合C, 沪港深积极配置型, 0, 0, None
68680720507207680, 010824, 0P0001LFEW, 天弘创新成长混合A, 沪港深积极配置型, 0, 0, None
68680722264621056, 010839, 0P0001LFEY, 易方达瑞安灵活配置混合A, 沪港深灵活配置型, 0, 0, None
68680723879428096, 011113, 0P0001LFHJ, 富国军工主题混合C, 沪港深积极配置型, 0, 0, 3.46
68680725771059200, 011125, 0P0001LFHL, 富国文体健康股票C, 普通股票型, 0, 0, 3.91
68680727528472576, 011058, 0P0001LFI2, 景顺长城成长龙头一年持有期混合A, 沪港深积极配置型, 0, 0, None
68680729701122048, 011131, 0P0001LFL8, 富国沪港深价值精选灵活配置混合C, 沪港深积极配置型, 0, 0, -4.77
68680734675566592, 011117, 0P0001LFLA, 富国沪港深业绩驱动混合C, 沪港深积极配置型, 0, 0, -6.94
68680737032765440, 011126, 0P0001LFLC, 富国互联科技股票C, 沪港深股票型基金, 0, 0, 16.98
68680740195270656, 010893, 0P0001LFMY, 中银证券精选行业股票C, 普通股票型, 0, 0, None
68680742443417600, 011155, 0P0001LFEP, 金鹰责任投资混合A, 沪港深积极配置型, 0, 0, None
68680744225996800, 010041, 0P0001LFER, 嘉实港股优势混合A, 沪港深积极配置型, 0, 0, None
68680746067296256, 010608, 0P0001LFET, 华泰柏瑞质量领先混合A, 沪港深积极配置型, 0, 0, None
68680747711463424, 516050, 0P0001LFEV, 工银瑞信中证科技龙头ETF, 行业股票 - 科技、传媒及通讯, 0, 0, None
68680749552762880, 010825, 0P0001LFEX, 天弘创新成长混合C, 沪港深积极配置型, 0, 0, None
68680751322759168, 010840, 0P0001LFEZ, 易方达瑞安灵活配置混合C, 沪港深灵活配置型, 0, 0, None
68680752966926336, 011120, 0P0001LFHK, 富国创新科技混合C, 行业混合 - 科技、传媒及通讯, 0, 0, -2.63
68680754862751744, 011151, 0P0001LFHM, 富国医疗保健行业混合C, 行业混合 - 医药, 0, 0, 5.00
68680756620165120, 011059, 0P0001LFI3, 景顺长城成长龙头一年持有期混合C, 沪港深积极配置型, 0, 0, None
68680758369189888, 011114, 0P0001LFL9, 富国沪港深行业精选灵活配置混合C, 沪港深积极配置型, 0, 0, -6.21
68680760218877952, 011124, 0P0001LFLB, 富国金融地产行业混合C, 沪港深积极配置型, 0, 0, -13.82
68680761904988160, 010892, 0P0001LFMX, 中银证券精选行业股票A, 普通股票型, 0, 0, None
68680785728634880, 008659, 0P0001LFMZ, 中邮淳享66个月定期开放债券, 纯债基金（封闭式）, 0, 0, None
68680787339247616, 010708, 0P0001LFN1, 安信平稳合盈一年持有期混合C, 沪港深保守混合型, 0, 0, None
68680789008580608, 009981, 0P0001LFN3, 万家创业板指数增强A, 普通股票型, 0, 0, None
68680790652747776, 011174, 0P0001LFN5, 中庚价值品质一年持有期混合, 沪港深积极配置型, 0, 0, None
68680792238194688, 011067, 0P0001LFNQ, 财通资管鸿达纯债债券I, 信用债, 0, 0, 1.89
68680794079494144, 011178, 0P0001LFTC, 博时汇融回报一年持有期混合C, 沪港深积极配置型, 0, 0, None
68680795811741696, 159843, 0P0001LFTE, 招商国证食品饮料行业ETF, 行业股票 - 消费, 0, 0, None
68680797543989248, 010831, 0P0001LFTG, 国泰通利9个月持有期混合C, 沪港深保守混合型, 0, 0, None
68680799322374144, 011097, 0P0001LFTI, 达诚宜创精选混合A, 沪港深积极配置型, 0, 0, None
68680800983318528, 010350, 0P0001LFUY, 景顺长城品质长青混合, 沪港深积极配置型, 0, 0, None
68680802803646464, 011415, 0P0001LFV0, 鹏华宁华一年持有期混合C, 沪港深保守混合型, 0, 0, None
68680804531699712, 011088, 0P0001LG2W, 景顺长城景泰恒利一年定期开放纯债债券, 纯债基金（封闭式）, 0, 0, None
68680806272335872, 010587, 0P0001LG2Y, 鹏扬先进制造混合A, 沪港深积极配置型, 0, 0, None
68680808377876480, 010707, 0P0001LFN0, 安信平稳合盈一年持有期混合A, 沪港深保守混合型, 0, 0, None
68680810168844288, 010289, 0P0001LFN2, 景顺长城产业趋势混合, 沪港深积极配置型, 0, 0, None
68680812265996288, 009982, 0P0001LFN4, 万家创业板指数增强C, 普通股票型, 0, 0, None
68680814052769792, 011066, 0P0001LFNP, 大成高新技术产业股票C, 沪港深股票型基金, 0, 0, -1.14
68680815831154688, 011177, 0P0001LFTB, 博时汇融回报一年持有期混合A, 沪港深积极配置型, 0, 0, None
68680817714397184, 010480, 0P0001LFTD, 汇添富稳进双盈一年持有期混合, 沪港深保守混合型, 0, 0, None
68680820759461888, 010830, 0P0001LFTF, 国泰通利9个月持有期混合A, 沪港深保守混合型, 0, 0, None
68680822487515136, 516800, 0P0001LFTH, 华宝中证智能制造主题ETF, 行业股票 - 科技、传媒及通讯, 0, 0, None
68680825650020352, 011098, 0P0001LFTJ, 达诚宜创精选混合C, 沪港深积极配置型, 0, 0, None
68680828007219200, 011414, 0P0001LFUZ, 鹏华宁华一年持有期混合A, 沪港深保守混合型, 0, 0, None
68680829961764864, 513330, 0P0001LG2V, 华夏恒生互联网科技业ETF（QDII）, 大中华区股票, 0, 0, None
68680831601737728, 011078, 0P0001LG2X, 诺德品质消费6个月持有期混合, 行业混合 - 消费, 0, 0, None
68680857249906688, 010588, 0P0001LG2Z, 鹏扬先进制造混合C, 沪港深积极配置型, 0, 0, None
68680858780827648, 011176, 0P0001LG31, 平安恒鑫混合C, 沪港深保守混合型, 0, 0, None
68680860496297984, 011207, 0P0001LG33, 创金合信竞争优势混合C, 积极配置型, 0, 0, None
68680862291460096, 011082, 0P0001LG75, 国投瑞银医疗保健混合C, 行业混合 - 医药, 0, 0, -0.83
68680864086622208, 010524, 0P0001LG77, 银华中证5G通信主题ETF联接C, 行业股票 - 科技、传媒及通讯, 0, 0, None
68680865915338752, 010886, 0P0001LGAA, 长盛优势企业精选混合C, 积极配置型, 0, 0, None
68680868364812288, 010623, 0P0001LGAC, 恒越成长精选混合C, 沪港深积极配置型, 0, 0, None
68680869988007936, 011103, 0P0001LGAE, 天弘中证光伏产业指数C, 行业股票 - 其它, 0, 0, None
68680872835940352, 011162, 0P0001LGJV, 博时港股通领先趋势混合A, 沪港深积极配置型, 0, 0, None
68680874727571456, 010801, 0P0001LGJX, 长江量化消费精选股票A, 行业股票 - 消费, 0, 0, None
68680876631785472, 010534, 0P0001LGJZ, 广发均衡增长混合A, 保守混合型, 0, 0, None
68680878775074816, 010262, 0P0001LGK1, 海富通中债1-3年农发行债券指数A, 短债型, 0, 0, None
68680880553459712, 010953, 0P0001LGK3, 天弘国证A50指数A, 普通股票型, 0, 0, None
68680882285707264, 011175, 0P0001LG30, 平安恒鑫混合A, 沪港深保守混合型, 0, 0, None
68680884026343424, 011206, 0P0001LG32, 创金合信竞争优势混合A, 积极配置型, 0, 0, None
68680885922168832, 010233, 0P0001LG3N, 农银汇理金润一年定期开放债券, 纯债基金（封闭式）, 0, 0, None
68680887801217024, 011081, 0P0001LG76, 国投瑞银港股通混合C, 沪港深灵活配置型, 0, 0, -10.13
68680889671876608, 010885, 0P0001LGA9, 长盛优势企业精选混合A, 积极配置型, 0, 0, None
68680891567702016, 010622, 0P0001LGAB, 恒越成长精选混合A, 沪港深积极配置型, 0, 0, None
68680893283172352, 011102, 0P0001LGAD, 天弘中证光伏产业指数A, 行业股票 - 其它, 0, 0, None
68680895002836992, 011330, 0P0001LGD7, 鹏华精选群英一年持有期灵活配置混合型管理人中管理人（MOM）证券投资基金, 沪港深灵活配置型, 0, 0, None
68680897129349120, 011163, 0P0001LGJW, 博时港股通领先趋势混合C, 沪港深积极配置型, 0, 0, None
68680898928705536, 010802, 0P0001LGJY, 长江量化消费精选股票C, 行业股票 - 消费, 0, 0, None
68680900757422080, 010535, 0P0001LGK0, 广发均衡增长混合C, 保守混合型, 0, 0, None
68680902527418368, 010263, 0P0001LGK2, 海富通中债1-3年农发行债券指数C, 短债型, 0, 0, None
68680921598918656, 010954, 0P0001LGK4, 天弘国证A50指数C, 普通股票型, 0, 0, None
68680923343749120, 012873, 0P0001LGKC, 易方达国企改革指数（LOF）C, 普通股票型, 0, 0, None
68680925013082112, 011062, 0P0001LGTQ, 广发中债7-10年期国开行债券指数E, 利率债, 0, 0, None
68680927034736640, 010765, 0P0001LGTT, 国寿安保华丰混合A, 沪港深积极配置型, 0, 0, None
68680928972505088, 011027, 0P0001LGTV, 国寿安保稳弘混合A, 沪港深保守混合型, 0, 0, None
68680930851553280, 010828, 0P0001LGTX, 国寿安保稳悦混合A, 沪港深保守混合型, 0, 0, None
68680932457971712, 010599, 0P0001LGTZ, 汇添富高质量成长30一年持有期混合A, 沪港深积极配置型, 0, 0, None
68680934181830656, 010333, 0P0001LGU1, 华夏核心资产混合A, 沪港深积极配置型, 0, 0, None
68680937507913728, 011075, 0P0001LGU3, 大成恒享春晓一年定期开放混合A, 沪港深保守混合型（封闭式）, 0, 0, None
68680939353407488, 011168, 0P0001LGU5, 嘉实睿享安久双利18个月持有期债券, 积极债券型, 0, 0, None
68680941152763904, 011158, 0P0001LGU7, 弘毅远方港股通智选领航混合C, 沪港深积极配置型, 0, 0, None
68680942918565888, 011063, 0P0001LH01, 国寿安保鑫钱包货币B, 货币市场, 0, 0, None
68680946353700864, 010968, 0P0001LH79, 博道嘉丰混合C, 沪港深积极配置型, 0, 0, None
68680948362772480, 012875, 0P0001LGKA, 易方达上证50指数（LOF）C, 普通股票型, 0, 0, None
